Timepoint,GOID_BiologicalProcess,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
d0,GO:0045472,response to ether,44940,12/23062,0.007262164,0.044079646,0.02044428,ENSMUSG00000042677,1
d0,GO:0070944,neutrophil-mediated killing of bacterium,44940,12/23062,0.007262164,0.044079646,0.02044428,ENSMUSG00000042265,1
d0,GO:0097577,sequestering of iron ion,44940,12/23062,0.007262164,0.044079646,0.02044428,ENSMUSG00000026822,1
d0,GO:2000317,negative regulation of T-helper 17 type immune response,44940,12/23062,0.007262164,0.044079646,0.02044428,ENSMUSG00000042677,1
d0,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,44971,217/23062,0.007444242,0.044923636,0.020835726,ENSMUSG00000027398/ENSMUSG00000042677,2
d0,GO:0031652,positive regulation of heat generation,44940,13/23062,0.007865128,0.046130303,0.021395381,ENSMUSG00000027398,1
d0,GO:0034756,regulation of iron ion transport,44940,13/23062,0.007865128,0.046130303,0.021395381,ENSMUSG00000026822,1
d0,GO:0044793,negative regulation by host of viral process,44940,13/23062,0.007865128,0.046130303,0.021395381,ENSMUSG00000042677,1
d0,GO:0090085,regulation of protein deubiquitination,44940,13/23062,0.007865128,0.046130303,0.021395381,ENSMUSG00000042677,1
d0,GO:1901678,iron coordination entity transport,44940,13/23062,0.007865128,0.046130303,0.021395381,ENSMUSG00000026822,1
d0,GO:0050920,regulation of chemotaxis,44971,231/23062,0.008397357,0.047161198,0.021873514,ENSMUSG00000027398/ENSMUSG00000042265,2
d0,GO:0001660,fever generation,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000027398,1
d0,GO:0006750,glutathione biosynthetic process,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000027737,1
d0,GO:0034116,positive regulation of heterotypic cell-cell adhesion,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000027398,1
d0,GO:0048711,positive regulation of astrocyte differentiation,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000027398,1
d0,GO:0097113,AMPA glutamate receptor clustering,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000027737,1
d0,GO:0097688,glutamate receptor clustering,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000027737,1
d0,GO:1902902,negative regulation of autophagosome assembly,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000030717,1
d0,GO:2001279,regulation of unsaturated fatty acid biosynthetic process,44940,14/23062,0.008467753,0.047161198,0.021873514,ENSMUSG00000027398,1
d0,GO:0002685,regulation of leukocyte migration,44971,233/23062,0.008537803,0.047161198,0.021873514,ENSMUSG00000027398/ENSMUSG00000042265,2
d0,GO:0002819,regulation of adaptive immune response,44971,233/23062,0.008537803,0.047161198,0.021873514,ENSMUSG00000027398/ENSMUSG00000042677,2
d0,GO:0043542,endothelial cell migration,44971,234/23062,0.008608425,0.047301033,0.02193837,ENSMUSG00000026822/ENSMUSG00000042677,2
d0,GO:0097191,extrinsic apoptotic signaling pathway,44971,239/23062,0.008965519,0.047629948,0.022090922,ENSMUSG00000026822/ENSMUSG00000027398,2
d0,GO:0030213,hyaluronan biosynthetic process,44940,15/23062,0.009070037,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0032308,positive regulation of prostaglandin secretion,44940,15/23062,0.009070037,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0032645,regulation of granulocyte macrophage colony-stimulating factor production,44940,15/23062,0.009070037,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0048755,branching morphogenesis of a nerve,44940,15/23062,0.009070037,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:2000271,positive regulation of fibroblast apoptotic process,44940,15/23062,0.009070037,0.047629948,0.022090922,ENSMUSG00000030717,1
d0,GO:0042180,cellular ketone metabolic process,44971,241/23062,0.009110208,0.047629948,0.022090922,ENSMUSG00000027398/ENSMUSG00000027737,2
d0,GO:0051403,stress-activated MAPK cascade,44971,243/23062,0.009255953,0.047629948,0.022090922,ENSMUSG00000027398/ENSMUSG00000042677,2
d0,GO:0010632,regulation of epithelial cell migration,44971,246/23062,0.009476542,0.047629948,0.022090922,ENSMUSG00000026822/ENSMUSG00000042677,2
d0,GO:0006857,oligopeptide transport,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027737,1
d0,GO:0016264,gap junction assembly,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0019184,nonribosomal peptide biosynthetic process,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027737,1
d0,GO:0031650,regulation of heat generation,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0032604,granulocyte macrophage colony-stimulating factor production,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0033084,regulation of immature T cell proliferation in thymus,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0043455,regulation of secondary metabolic process,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027737,1
d0,GO:0048021,regulation of melanin biosynthetic process,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027737,1
d0,GO:0051044,positive regulation of membrane protein ectodomain proteolysis,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027398,1
d0,GO:0072672,neutrophil extravasation,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000042265,1
d0,GO:0098712,L-glutamate import across plasma membrane,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027737,1
d0,GO:1900376,regulation of secondary metabolite biosynthetic process,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000027737,1
d0,GO:1903799,negative regulation of miRNA maturation,44940,16/23062,0.009671982,0.047629948,0.022090922,ENSMUSG00000042677,1
d0,GO:0001906,cell killing,44971,251/23062,0.009849431,0.048050496,0.022285973,ENSMUSG00000029380/ENSMUSG00000042265,2
d0,GO:0098657,import into cell,44971,251/23062,0.009849431,0.048050496,0.022285973,ENSMUSG00000026822/ENSMUSG00000027737,2
d0,GO:0031098,stress-activated protein kinase signaling cascade,44971,253/23062,0.010000414,0.048096972,0.022307529,ENSMUSG00000027398/ENSMUSG00000042677,2
d0,GO:0032306,regulation of prostaglandin secretion,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000027398,1
d0,GO:0033083,regulation of immature T cell proliferation,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000027398,1
d0,GO:0045820,negative regulation of glycolytic process,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000030717,1
d0,GO:0048143,astrocyte activation,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000027398,1
d0,GO:0061158,3'-UTR-mediated mRNA destabilization,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000042677,1
d0,GO:0070486,leukocyte aggregation,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000027398,1
d0,GO:0071243,cellular response to arsenic-containing substance,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000042677,1
d0,GO:1902033,regulation of hematopoietic stem cell proliferation,44940,17/23062,0.010273587,0.048096972,0.022307529,ENSMUSG00000029380,1
d0,GO:0007614,short-term memory,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000026822,1
d0,GO:0030730,sequestering of triglyceride,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000027398,1
d0,GO:0033080,immature T cell proliferation in thymus,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000027398,1
d0,GO:0039535,regulation of RIG-I signaling pathway,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000033107,1
d0,GO:0051238,sequestering of metal ion,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000026822,1
d0,GO:0062099,negative regulation of programmed necrotic cell death,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000030717,1
d0,GO:1905939,regulation of gonad development,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000030717,1
d0,GO:2000319,regulation of T-helper 17 cell differentiation,44940,18/23062,0.010874853,0.049148685,0.022795317,ENSMUSG00000042677,1
d0,GO:1901215,negative regulation of neuron death,44971,267/23062,0.011086298,0.049303348,0.02286705,ENSMUSG00000026822/ENSMUSG00000027737,2
d0,GO:0002827,positive regulation of T-helper 1 type immune response,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000027398,1
d0,GO:0021756,striatum development,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000027737,1
d0,GO:0033079,immature T cell proliferation,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000027398,1
d0,GO:0044827,modulation by host of viral genome replication,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000042677,1
d0,GO:0051956,negative regulation of amino acid transport,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000027398,1
d0,GO:0060965,negative regulation of miRNA-mediated gene silencing,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000042677,1
d0,GO:0071639,positive regulation of monocyte chemotactic protein-1 production,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000027398,1
d0,GO:1900117,regulation of execution phase of apoptosis,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000042677,1
d0,GO:1901550,regulation of endothelial cell development,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000027398,1
d0,GO:1902074,response to salt,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000042677,1
d0,GO:1903140,regulation of establishment of endothelial barrier,44940,19/23062,0.011475779,0.049303348,0.02286705,ENSMUSG00000027398,1
d0,GO:0002407,dendritic cell chemotaxis,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000022651,1
d0,GO:0003159,morphogenesis of an endothelium,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000026822,1
d0,GO:0032305,positive regulation of icosanoid secretion,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000027398,1
d0,GO:0045019,negative regulation of nitric oxide biosynthetic process,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000042677,1
d0,GO:0045623,negative regulation of T-helper cell differentiation,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000042677,1
d0,GO:0060149,negative regulation of post-transcriptional gene silencing,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000042677,1
d0,GO:0060967,negative regulation of gene silencing by RNA,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000042677,1
d0,GO:0061154,endothelial tube morphogenesis,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000026822,1
d0,GO:1900369,negative regulation of post-transcriptional gene silencing by RNA,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000042677,1
d0,GO:1904406,negative regulation of nitric oxide metabolic process,44940,20/23062,0.012076367,0.049832913,0.023112664,ENSMUSG00000042677,1
d1,GO:0050900,leukocyte migration,14/43,383/23062,4.85E-15,9.21E-12,5.28E-12,ENSMUSG00000009281/ENSMUSG00000011008/ENSMUSG00000024190/ENSMUSG00000026072/ENSMUSG00000026582/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000029648/ENSMUSG00000030793/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,14
d1,GO:0097529,myeloid leukocyte migration,16041,241/23062,1.48E-14,1.41E-11,8.08E-12,ENSMUSG00000009281/ENSMUSG00000011008/ENSMUSG00000024190/ENSMUSG00000026072/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000029648/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,12
d1,GO:0070555,response to interleukin-1,15919,97/23062,9.37E-12,3.83E-09,2.20E-09,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000026072/ENSMUSG00000026582/ENSMUSG00000030793/ENSMUSG00000035385/ENSMUSG00000040026/ENSMUSG00000094686,8
d1,GO:0060326,cell chemotaxis,16011,313/23062,9.44E-12,3.83E-09,2.20E-09,ENSMUSG00000009281/ENSMUSG00000024190/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000029648/ENSMUSG00000035385/ENSMUSG00000040026/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,11
d1,GO:0030595,leukocyte chemotaxis,15980,227/23062,1.01E-11,3.83E-09,2.20E-09,ENSMUSG00000009281/ENSMUSG00000024190/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000029648/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,10
d1,GO:0097530,granulocyte migration,15950,161/23062,1.45E-11,4.58E-09,2.63E-09,ENSMUSG00000009281/ENSMUSG00000011008/ENSMUSG00000026072/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000094686,9
d1,GO:0002683,negative regulation of immune system process,16041,464/23062,3.33E-11,9.03E-09,5.18E-09,ENSMUSG00000007805/ENSMUSG00000020227/ENSMUSG00000022346/ENSMUSG00000024190/ENSMUSG00000026043/ENSMUSG00000026069/ENSMUSG00000029810/ENSMUSG00000034957/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,12
d1,GO:1990266,neutrophil migration,15919,131/23062,1.07E-10,2.54E-08,1.46E-08,ENSMUSG00000011008/ENSMUSG00000026072/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000094686,8
d1,GO:0071347,cellular response to interleukin-1,15888,79/23062,1.23E-10,2.60E-08,1.49E-08,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000026072/ENSMUSG00000030793/ENSMUSG00000035385/ENSMUSG00000040026/ENSMUSG00000094686,7
d1,GO:0002685,regulation of leukocyte migration,15950,233/23062,3.93E-10,7.46E-08,4.28E-08,ENSMUSG00000009281/ENSMUSG00000024190/ENSMUSG00000026072/ENSMUSG00000026582/ENSMUSG00000030793/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,9
d1,GO:0019730,antimicrobial humoral response,15919,158/23062,4.80E-10,8.29E-08,4.75E-08,ENSMUSG00000000983/ENSMUSG00000009281/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000032496/ENSMUSG00000057666/ENSMUSG00000061353/ENSMUSG00000094686,8
d1,GO:0032496,response to lipopolysaccharide,15980,369/23062,1.17E-09,1.85E-07,1.06E-07,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000026728/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000030793/ENSMUSG00000032496/ENSMUSG00000035385/ENSMUSG00000035673,10
d1,GO:0002237,response to molecule of bacterial origin,15980,390/23062,1.99E-09,2.90E-07,1.67E-07,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000026728/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000030793/ENSMUSG00000032496/ENSMUSG00000035385/ENSMUSG00000035673,10
d1,GO:0071222,cellular response to lipopolysaccharide,15950,289/23062,2.61E-09,3.54E-07,2.03E-07,ENSMUSG00000025746/ENSMUSG00000026728/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000030793/ENSMUSG00000032496/ENSMUSG00000035385/ENSMUSG00000035673,9
d1,GO:0071219,cellular response to molecule of bacterial origin,15950,299/23062,3.52E-09,4.41E-07,2.53E-07,ENSMUSG00000025746/ENSMUSG00000026728/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000030793/ENSMUSG00000032496/ENSMUSG00000035385/ENSMUSG00000035673,9
d1,GO:0071621,granulocyte chemotaxis,15888,128/23062,3.75E-09,4.41E-07,2.53E-07,ENSMUSG00000009281/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000094686,7
d1,GO:0019221,cytokine-mediated signaling pathway,15980,419/23062,3.95E-09,4.41E-07,2.53E-07,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000026072/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000030793/ENSMUSG00000034957/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,10
d1,GO:1990868,response to chemokine,15858,73/23062,4.53E-09,4.53E-07,2.60E-07,ENSMUSG00000024190/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,6
d1,GO:1990869,cellular response to chemokine,15858,73/23062,4.53E-09,4.53E-07,2.60E-07,ENSMUSG00000024190/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,6
d1,GO:0071216,cellular response to biotic stimulus,15950,325/23062,7.26E-09,6.89E-07,3.95E-07,ENSMUSG00000025746/ENSMUSG00000026728/ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000030793/ENSMUSG00000032496/ENSMUSG00000035385/ENSMUSG00000035673,9
d1,GO:0002687,positive regulation of leukocyte migration,15888,159/23062,1.70E-08,1.53E-06,8.79E-07,ENSMUSG00000009281/ENSMUSG00000026072/ENSMUSG00000026582/ENSMUSG00000030793/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,7
d1,GO:0050727,regulation of inflammatory response,15950,361/23062,1.80E-08,1.55E-06,8.92E-07,ENSMUSG00000025746/ENSMUSG00000026069/ENSMUSG00000026072/ENSMUSG00000028364/ENSMUSG00000030793/ENSMUSG00000034957/ENSMUSG00000035673/ENSMUSG00000044258/ENSMUSG00000053475,9
d1,GO:0002691,regulation of cellular extravasation,15827,45/23062,2.05E-08,1.69E-06,9.69E-07,ENSMUSG00000026072/ENSMUSG00000026582/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,5
d1,GO:0002686,negative regulation of leukocyte migration,15827,48/23062,2.86E-08,2.26E-06,1.30E-06,ENSMUSG00000024190/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,5
d1,GO:0030593,neutrophil chemotaxis,15858,102/23062,3.44E-08,2.62E-06,1.50E-06,ENSMUSG00000028525/ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000094686,6
d1,GO:0071674,mononuclear cell migration,15888,183/23062,4.47E-08,3.26E-06,1.87E-06,ENSMUSG00000009281/ENSMUSG00000024190/ENSMUSG00000029648/ENSMUSG00000030793/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,7
d1,GO:0002548,monocyte chemotaxis,15827,60/23062,8.97E-08,6.18E-06,3.54E-06,ENSMUSG00000024190/ENSMUSG00000029648/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,5
d1,GO:0071675,regulation of mononuclear cell migration,15858,120/23062,9.11E-08,6.18E-06,3.54E-06,ENSMUSG00000009281/ENSMUSG00000024190/ENSMUSG00000030793/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,6
d1,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,15858,121/23062,9.58E-08,6.27E-06,3.59E-06,ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000032496/ENSMUSG00000057666/ENSMUSG00000061353/ENSMUSG00000094686,6
d1,GO:0070098,chemokine-mediated signaling pathway,15827,63/23062,1.15E-07,7.27E-06,4.17E-06,ENSMUSG00000029371/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,5
d1,GO:0002688,regulation of leukocyte chemotaxis,15858,126/23062,1.22E-07,7.46E-06,4.28E-06,ENSMUSG00000009281/ENSMUSG00000024190/ENSMUSG00000035385/ENSMUSG00000053475/ENSMUSG00000061353/ENSMUSG00000094686,6
d1,GO:0032103,positive regulation of response to external stimulus,15950,454/23062,1.28E-07,7.58E-06,4.35E-06,ENSMUSG00000009281/ENSMUSG00000025746/ENSMUSG00000026069/ENSMUSG00000029380/ENSMUSG00000030793/ENSMUSG00000034957/ENSMUSG00000035385/ENSMUSG00000061353/ENSMUSG00000094686,9
