"","Mouse","Age","Group","Sex","Day","TEWL","Condition","Redness","Thickness","Scabbiness","Cohort","Organism","Dose","complete_score"
"284",3,"8w_9w","lacto","M",4,36.8,"Recovery",0,1,0,2,"L_reuteri",100000000,1
"285",4,"8w_9w","lacto","M",4,26.7,"Recovery",0,1,1,2,"L_reuteri",100000000,2
"286",5,"8w_9w","lacto","M",4,8.3,"Recovery",0,0,0,2,"L_reuteri",100000000,0
"287",1,"8w_9w","saureus","M",4,32.4,"Recovery",0,2,0,2,"S_aureus",100000000,2
"288",2,"8w_9w","saureus","M",4,51.2,"Recovery",0,3,1,2,"S_aureus",100000000,4
"289",3,"8w_9w","saureus","M",4,NA,"Recovery",NA,NA,NA,2,"S_aureus",100000000,NA
"290",4,"8w_9w","saureus","M",4,51.9,"Recovery",0,3,3,2,"S_aureus",100000000,6
"291",5,"8w_9w","saureus","M",4,60.3,"Recovery",0,2,2,2,"S_aureus",100000000,4
"292",1,"7w_9w","control","M",0,4.2,"Baseline",NA,NA,NA,3,"PBS",0,NA
"293",2,"7w_9w","control","M",0,NA,"Baseline",NA,NA,NA,3,"PBS",0,NA
"294",3,"7w_9w","control","M",0,8.2,"Baseline",NA,NA,NA,3,"PBS",0,NA
"295",4,"7w_9w","control","M",0,5.5,"Baseline",NA,NA,NA,3,"PBS",0,NA
"296",1,"7w_9w","lacto","M",0,6,"Baseline",NA,NA,NA,3,"L_reuteri",100000000,NA
"297",2,"7w_9w","lacto","M",0,4.9,"Baseline",NA,NA,NA,3,"L_reuteri",100000000,NA
"298",3,"7w_9w","lacto","M",0,7,"Baseline",NA,NA,NA,3,"L_reuteri",100000000,NA
"299",4,"7w_9w","lacto","M",0,3.7,"Baseline",NA,NA,NA,3,"L_reuteri",100000000,NA
"300",5,"7w_9w","lacto","M",0,5.5,"Baseline",NA,NA,NA,3,"L_reuteri",100000000,NA
"301",1,"7w_9w","coryne","M",0,8.4,"Baseline",NA,NA,NA,3,"Coryne",100000000,NA
"302",2,"7w_9w","coryne","M",0,6.2,"Baseline",NA,NA,NA,3,"Coryne",100000000,NA
"303",3,"7w_9w","coryne","M",0,7.3,"Baseline",NA,NA,NA,3,"Coryne",100000000,NA
"304",4,"7w_9w","coryne","M",0,9.1,"Baseline",NA,NA,NA,3,"Coryne",100000000,NA
"305",5,"7w_9w","coryne","M",0,4.7,"Baseline",NA,NA,NA,3,"Coryne",100000000,NA
"306",6,"7w_9w","coryne","M",0,8.1,"Baseline",NA,NA,NA,3,"Coryne",100000000,NA
"307",1,"7w_9w","sxylosus","M",0,8.5,"Baseline",NA,NA,NA,3,"S_xylosus",1000000000,NA
"308",2,"7w_9w","sxylosus","M",0,5.7,"Baseline",NA,NA,NA,3,"S_xylosus",1000000000,NA
"309",3,"7w_9w","sxylosus","M",0,5.6,"Baseline",NA,NA,NA,3,"S_xylosus",1000000000,NA
"310",4,"7w_9w","sxylosus","M",0,4.7,"Baseline",NA,NA,NA,3,"S_xylosus",1000000000,NA
"311",5,"7w_9w","sxylosus","M",0,6.7,"Baseline",NA,NA,NA,3,"S_xylosus",1000000000,NA
"312",6,"7w_9w","sxylosus","M",0,6.7,"Baseline",NA,NA,NA,3,"S_xylosus",1000000000,NA
"313",1,"7w_9w","control","M",0,79.7,"Tapsetrip",NA,NA,NA,3,"PBS",0,NA
"314",2,"7w_9w","control","M",0,73.3,"Tapsetrip",NA,NA,NA,3,"PBS",0,NA
"315",3,"7w_9w","control","M",0,70.9,"Tapsetrip",NA,NA,NA,3,"PBS",0,NA
"316",4,"7w_9w","control","M",0,72.6,"Tapsetrip",NA,NA,NA,3,"PBS",0,NA
"317",1,"7w_9w","lacto","M",0,70.1,"Tapsetrip",NA,NA,NA,3,"L_reuteri",100000000,NA
"318",2,"7w_9w","lacto","M",0,59.1,"Tapsetrip",NA,NA,NA,3,"L_reuteri",100000000,NA
"319",3,"7w_9w","lacto","M",0,72.5,"Tapsetrip",NA,NA,NA,3,"L_reuteri",100000000,NA
"320",4,"7w_9w","lacto","M",0,64.1,"Tapsetrip",NA,NA,NA,3,"L_reuteri",100000000,NA
"321",5,"7w_9w","lacto","M",0,54.6,"Tapsetrip",NA,NA,NA,3,"L_reuteri",100000000,NA
"322",1,"7w_9w","coryne","M",0,78.8,"Tapsetrip",NA,NA,NA,3,"Coryne",100000000,NA
"323",2,"7w_9w","coryne","M",0,78.1,"Tapsetrip",NA,NA,NA,3,"Coryne",100000000,NA
"324",3,"7w_9w","coryne","M",0,83.7,"Tapsetrip",NA,NA,NA,3,"Coryne",100000000,NA
"325",4,"7w_9w","coryne","M",0,77.4,"Tapsetrip",NA,NA,NA,3,"Coryne",100000000,NA
"326",5,"7w_9w","coryne","M",0,80.4,"Tapsetrip",NA,NA,NA,3,"Coryne",100000000,NA
"327",6,"7w_9w","coryne","M",0,72.9,"Tapsetrip",NA,NA,NA,3,"Coryne",100000000,NA
"328",1,"7w_9w","sxylosus","M",0,65.4,"Tapsetrip",NA,NA,NA,3,"S_xylosus",1000000000,NA
"329",2,"7w_9w","sxylosus","M",0,67.6,"Tapsetrip",NA,NA,NA,3,"S_xylosus",1000000000,NA
"330",3,"7w_9w","sxylosus","M",0,70.1,"Tapsetrip",NA,NA,NA,3,"S_xylosus",1000000000,NA
"331",4,"7w_9w","sxylosus","M",0,73.6,"Tapsetrip",NA,NA,NA,3,"S_xylosus",1000000000,NA
"332",5,"7w_9w","sxylosus","M",0,65.5,"Tapsetrip",NA,NA,NA,3,"S_xylosus",1000000000,NA
"333",6,"7w_9w","sxylosus","M",0,69.5,"Tapsetrip",NA,NA,NA,3,"S_xylosus",1000000000,NA
"334",1,"7w_9w","control","M",1,69.1,"Recovery",NA,NA,NA,3,"PBS",0,NA
"335",2,"7w_9w","control","M",1,72.9,"Recovery",NA,NA,NA,3,"PBS",0,NA
"336",3,"7w_9w","control","M",1,71.1,"Recovery",NA,NA,NA,3,"PBS",0,NA
"337",4,"7w_9w","control","M",1,59.3,"Recovery",NA,NA,NA,3,"PBS",0,NA
"338",1,"7w_9w","lacto","M",1,74,"Recovery",NA,NA,NA,3,"L_reuteri",100000000,NA
"339",2,"7w_9w","lacto","M",1,25.1,"Recovery",NA,NA,NA,3,"L_reuteri",100000000,NA
"340",3,"7w_9w","lacto","M",1,53.6,"Recovery",NA,NA,NA,3,"L_reuteri",100000000,NA
"341",5,"7w_9w","lacto","M",1,51.7,"Recovery",NA,NA,NA,3,"L_reuteri",100000000,NA
"342",6,"7w_9w","lacto","M",1,11.7,"Recovery",NA,NA,NA,3,"L_reuteri",100000000,NA
"343",1,"7w_9w","coryne","M",1,64.3,"Recovery",NA,NA,NA,3,"Coryne",100000000,NA
"344",2,"7w_9w","coryne","M",1,69.2,"Recovery",NA,NA,NA,3,"Coryne",100000000,NA
"345",3,"7w_9w","coryne","M",1,70.6,"Recovery",NA,NA,NA,3,"Coryne",100000000,NA
"346",4,"7w_9w","coryne","M",1,30.3,"Recovery",NA,NA,NA,3,"Coryne",100000000,NA
"347",5,"7w_9w","coryne","M",1,80.6,"Recovery",NA,NA,NA,3,"Coryne",100000000,NA
"348",6,"7w_9w","coryne","M",1,29.7,"Recovery",NA,NA,NA,3,"Coryne",100000000,NA
"349",1,"7w_9w","sxylosus","M",1,73.9,"Recovery",NA,NA,NA,3,"S_xylosus",1000000000,NA
"350",2,"7w_9w","sxylosus","M",1,80.6,"Recovery",NA,NA,NA,3,"S_xylosus",1000000000,NA
"351",3,"7w_9w","sxylosus","M",1,78.9,"Recovery",NA,NA,NA,3,"S_xylosus",1000000000,NA
"352",4,"7w_9w","sxylosus","M",1,80.3,"Recovery",NA,NA,NA,3,"S_xylosus",1000000000,NA
"353",5,"7w_9w","sxylosus","M",1,85.5,"Recovery",NA,NA,NA,3,"S_xylosus",1000000000,NA
"354",6,"7w_9w","sxylosus","M",1,79.1,"Recovery",NA,NA,NA,3,"S_xylosus",1000000000,NA
"355",1,"7w_9w","control","M",2,55.3,"Recovery",0,2,1,3,"PBS",0,3
"356",2,"7w_9w","control","M",2,55.4,"Recovery",0,1,0,3,"PBS",0,1
"357",3,"7w_9w","control","M",2,40.5,"Recovery",0,2,1,3,"PBS",0,3
"358",4,"7w_9w","control","M",2,46.2,"Recovery",0,1,0,3,"PBS",0,1
"359",1,"7w_9w","lacto","M",2,53.5,"Recovery",0,1,1,3,"L_reuteri",100000000,2
"360",2,"7w_9w","lacto","M",2,17.9,"Recovery",0,1,0,3,"L_reuteri",100000000,1
"361",3,"7w_9w","lacto","M",2,46.6,"Recovery",0,2,1,3,"L_reuteri",100000000,3
"362",5,"7w_9w","lacto","M",2,28.8,"Recovery",0,1,0,3,"L_reuteri",100000000,1
"363",6,"7w_9w","lacto","M",2,14.7,"Recovery",0,1,0,3,"L_reuteri",100000000,1
"364",1,"7w_9w","coryne","M",2,43.4,"Recovery",1,2,1,3,"Coryne",100000000,4
"365",2,"7w_9w","coryne","M",2,59,"Recovery",0,2,0,3,"Coryne",100000000,2
"366",3,"7w_9w","coryne","M",2,53.9,"Recovery",0,3,0,3,"Coryne",100000000,3
"367",4,"7w_9w","coryne","M",2,22.2,"Recovery",0,1,0,3,"Coryne",100000000,1
"368",5,"7w_9w","coryne","M",2,40.4,"Recovery",0,1,0,3,"Coryne",100000000,1
"369",6,"7w_9w","coryne","M",2,31.9,"Recovery",0,2,1,3,"Coryne",100000000,3
"370",1,"7w_9w","sxylosus","M",2,66.4,"Recovery",0,1,1,3,"S_xylosus",1000000000,2
"371",2,"7w_9w","sxylosus","M",2,57.3,"Recovery",0,3,1,3,"S_xylosus",1000000000,4
"372",3,"7w_9w","sxylosus","M",2,62.8,"Recovery",0,3,1,3,"S_xylosus",1000000000,4
"373",4,"7w_9w","sxylosus","M",2,57.4,"Recovery",0,2,1,3,"S_xylosus",1000000000,3
"374",5,"7w_9w","sxylosus","M",2,63.7,"Recovery",0,2,1,3,"S_xylosus",1000000000,3
"375",6,"7w_9w","sxylosus","M",2,39.7,"Recovery",0,2,1,3,"S_xylosus",1000000000,3
"376",1,"7w_9w","control","M",3,38.6,"Recovery",0,2,2,3,"PBS",0,4
"377",2,"7w_9w","control","M",3,11.5,"Recovery",0,2,1,3,"PBS",0,3
"378",3,"7w_9w","control","M",3,26.5,"Recovery",0,2,1,3,"PBS",0,3
"379",4,"7w_9w","control","M",3,20.1,"Recovery",0,1,0,3,"PBS",0,1
"380",1,"7w_9w","lacto","M",3,63.9,"Recovery",1,2,1,3,"L_reuteri",100000000,4
"381",2,"7w_9w","lacto","M",3,15.6,"Recovery",0,1,0,3,"L_reuteri",100000000,1
"382",3,"7w_9w","lacto","M",3,35.9,"Recovery",0,2,1,3,"L_reuteri",100000000,3
"383",5,"7w_9w","lacto","M",3,11.6,"Recovery",0,1,0,3,"L_reuteri",100000000,1
"384",6,"7w_9w","lacto","M",3,21,"Recovery",0,0,1,3,"L_reuteri",100000000,1
"385",1,"7w_9w","coryne","M",3,30.6,"Recovery",0,2,2,3,"Coryne",100000000,4
"386",2,"7w_9w","coryne","M",3,27.4,"Recovery",2,3,1,3,"Coryne",100000000,6
"387",3,"7w_9w","coryne","M",3,40.1,"Recovery",0,3,1,3,"Coryne",100000000,4
"388",4,"7w_9w","coryne","M",3,18.7,"Recovery",0,2,1,3,"Coryne",100000000,3
"389",5,"7w_9w","coryne","M",3,50.5,"Recovery",1,2,1,3,"Coryne",100000000,4
"390",6,"7w_9w","coryne","M",3,33.5,"Recovery",1,2,1,3,"Coryne",100000000,4
"391",1,"7w_9w","sxylosus","M",3,66,"Recovery",1,3,2,3,"S_xylosus",1000000000,6
"392",2,"7w_9w","sxylosus","M",3,63.5,"Recovery",0,3,1,3,"S_xylosus",1000000000,4
"393",3,"7w_9w","sxylosus","M",3,63.9,"Recovery",0,3,2,3,"S_xylosus",1000000000,5
"394",4,"7w_9w","sxylosus","M",3,32.8,"Recovery",0,3,1,3,"S_xylosus",1000000000,4
"395",5,"7w_9w","sxylosus","M",3,64,"Recovery",1,3,2,3,"S_xylosus",1000000000,6
"396",6,"7w_9w","sxylosus","M",3,57.7,"Recovery",0,2,1,3,"S_xylosus",1000000000,3
"397",1,"7w_9w","control","M",4,22.5,"Recovery",0,1,1,3,"PBS",0,2
"398",2,"7w_9w","control","M",4,31.6,"Recovery",0,2,1,3,"PBS",0,3
"399",3,"7w_9w","control","M",4,18,"Recovery",0,1,1,3,"PBS",0,2
"400",4,"7w_9w","control","M",4,13.5,"Recovery",0,1,0,3,"PBS",0,1
"401",1,"7w_9w","lacto","M",4,22.2,"Recovery",0,2,1,3,"L_reuteri",100000000,3
"402",2,"7w_9w","lacto","M",4,13.2,"Recovery",0,1,0,3,"L_reuteri",100000000,1
"403",3,"7w_9w","lacto","M",4,25.8,"Recovery",0,1,1,3,"L_reuteri",100000000,2
"404",5,"7w_9w","lacto","M",4,10.7,"Recovery",0,1,0,3,"L_reuteri",100000000,1
"405",6,"7w_9w","lacto","M",4,6.6,"Recovery",0,0,1,3,"L_reuteri",100000000,1
"406",1,"7w_9w","coryne","M",4,38.1,"Recovery",1,2,1,3,"Coryne",100000000,4
"407",2,"7w_9w","coryne","M",4,35.4,"Recovery",0,3,2,3,"Coryne",100000000,5
"408",3,"7w_9w","coryne","M",4,33.4,"Recovery",0,1,1,3,"Coryne",100000000,2
"409",4,"7w_9w","coryne","M",4,8.1,"Recovery",0,1,1,3,"Coryne",100000000,2
"410",5,"7w_9w","coryne","M",4,40.8,"Recovery",0,2,1,3,"Coryne",100000000,3
"411",6,"7w_9w","coryne","M",4,12.5,"Recovery",0,2,1,3,"Coryne",100000000,3
"412",1,"7w_9w","sxylosus","M",4,46.2,"Recovery",0,3,1,3,"S_xylosus",1000000000,4
"413",2,"7w_9w","sxylosus","M",4,30.6,"Recovery",0,3,1,3,"S_xylosus",1000000000,4
"414",3,"7w_9w","sxylosus","M",4,35.6,"Recovery",1,3,2,3,"S_xylosus",1000000000,6
"415",4,"7w_9w","sxylosus","M",4,55.1,"Recovery",0,3,1,3,"S_xylosus",1000000000,4
"416",5,"7w_9w","sxylosus","M",4,18.1,"Recovery",1,3,2,3,"S_xylosus",1000000000,6
"417",6,"7w_9w","sxylosus","M",4,18.7,"Recovery",1,3,2,3,"S_xylosus",1000000000,6
"418",1,"8w","7x_PBS-F","F",0,7.4,"Baseline",NA,NA,NA,4,"PBS",0,NA
"419",2,"8w","7x_PBS-F","F",0,9.6,"Baseline",NA,NA,NA,4,"PBS",0,NA
"420",3,"8w","7x_PBS-F","F",0,8.5,"Baseline",NA,NA,NA,4,"PBS",0,NA
"421",4,"8w","7x_PBS-F","F",0,8.3,"Baseline",NA,NA,NA,4,"PBS",0,NA
"422",5,"8w","7x_PBS-F","F",0,5.9,"Baseline",NA,NA,NA,4,"PBS",0,NA
"423",1,"8w","PBS-M","M",0,6.5,"Baseline",NA,NA,NA,4,"PBS",0,NA
"424",2,"8w","PBS-M","M",0,7.9,"Baseline",NA,NA,NA,4,"PBS",0,NA
"425",3,"8w","PBS-M","M",0,7.2,"Baseline",NA,NA,NA,4,"PBS",0,NA
"426",4,"8w","PBS-M","M",0,9,"Baseline",NA,NA,NA,4,"PBS",0,NA
"427",5,"8w","PBS-M","M",0,9.5,"Baseline",NA,NA,NA,4,"PBS",0,NA
"428",1,"8w","Sepi44-M","M",0,6.3,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"429",2,"8w","Sepi44-M","M",0,7.1,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"430",3,"8w","Sepi44-M","M",0,10.5,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"431",4,"8w","Sepi44-M","M",0,6.3,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"432",5,"8w","Sepi44-M","M",0,10.7,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"433",1,"8w","7x_Sepi44-F","F",0,9.3,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"434",2,"8w","7x_Sepi44-F","F",0,9.3,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"435",3,"8w","7x_Sepi44-F","F",0,9,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"436",4,"8w","7x_Sepi44-F","F",0,7.3,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"437",5,"8w","7x_Sepi44-F","F",0,9.3,"Baseline",NA,NA,NA,4,"Sepi44",1000000000,NA
"438",1,"8w","7x_PBS-F","F",0,70.4,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"439",2,"8w","7x_PBS-F","F",0,77.4,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"440",3,"8w","7x_PBS-F","F",0,72.4,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"441",4,"8w","7x_PBS-F","F",0,69.5,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"442",5,"8w","7x_PBS-F","F",0,65.8,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"443",1,"8w","PBS-M","M",0,73.3,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"444",2,"8w","PBS-M","M",0,78.7,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"445",3,"8w","PBS-M","M",0,76.9,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"446",4,"8w","PBS-M","M",0,73.9,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"447",5,"8w","PBS-M","M",0,76.5,"Tapestrip",NA,NA,NA,4,"PBS",0,NA
"448",1,"8w","Sepi44-M","M",0,78.1,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"449",2,"8w","Sepi44-M","M",0,72.8,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"450",3,"8w","Sepi44-M","M",0,79.3,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"451",4,"8w","Sepi44-M","M",0,60.1,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"452",5,"8w","Sepi44-M","M",0,79.5,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"453",1,"8w","7x_Sepi44-F","F",0,79.2,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"454",2,"8w","7x_Sepi44-F","F",0,56.3,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"455",3,"8w","7x_Sepi44-F","F",0,73.3,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"456",4,"8w","7x_Sepi44-F","F",0,62.8,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"457",5,"8w","7x_Sepi44-F","F",0,75.5,"Tapestrip",NA,NA,NA,4,"Sepi44",1000000000,NA
"458",1,"8w","7x_PBS-F","F",1,25,"Recovery",NA,NA,NA,4,"PBS",0,NA
"459",2,"8w","7x_PBS-F","F",1,42.3,"Recovery",NA,NA,NA,4,"PBS",0,NA
"460",3,"8w","7x_PBS-F","F",1,43.6,"Recovery",NA,NA,NA,4,"PBS",0,NA
"461",4,"8w","7x_PBS-F","F",1,43.1,"Recovery",NA,NA,NA,4,"PBS",0,NA
"462",5,"8w","7x_PBS-F","F",1,21.7,"Recovery",NA,NA,NA,4,"PBS",0,NA
"463",1,"8w","PBS-M","M",1,54.2,"Recovery",NA,NA,NA,4,"PBS",0,NA
"464",2,"8w","PBS-M","M",1,40.6,"Recovery",NA,NA,NA,4,"PBS",0,NA
"465",3,"8w","PBS-M","M",1,63.5,"Recovery",NA,NA,NA,4,"PBS",0,NA
"466",4,"8w","PBS-M","M",1,42.5,"Recovery",NA,NA,NA,4,"PBS",0,NA
"467",5,"8w","PBS-M","M",1,28.5,"Recovery",NA,NA,NA,4,"PBS",0,NA
"468",1,"8w","Sepi44-M","M",1,65,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"469",2,"8w","Sepi44-M","M",1,37.1,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"470",3,"8w","Sepi44-M","M",1,65.4,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"471",4,"8w","Sepi44-M","M",1,18.5,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"472",5,"8w","Sepi44-M","M",1,61.1,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"473",1,"8w","7x_Sepi44-F","F",1,29.8,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"474",2,"8w","7x_Sepi44-F","F",1,15.9,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"475",3,"8w","7x_Sepi44-F","F",1,18,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"476",4,"8w","7x_Sepi44-F","F",1,19.2,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"477",5,"8w","7x_Sepi44-F","F",1,16.7,"Recovery",NA,NA,NA,4,"Sepi44",1000000000,NA
"478",1,"8w","7x_PBS-F","F",2,22.6,"Recovery",0,1,1,4,"PBS",0,2
"479",2,"8w","7x_PBS-F","F",2,30,"Recovery",1,2,1,4,"PBS",0,4
"480",3,"8w","7x_PBS-F","F",2,25,"Recovery",0,0,1,4,"PBS",0,1
"481",4,"8w","7x_PBS-F","F",2,35.8,"Recovery",0,0,1,4,"PBS",0,1
"482",5,"8w","7x_PBS-F","F",2,13.1,"Recovery",0,0,1,4,"PBS",0,1
"483",1,"8w","PBS-M","M",2,35.9,"Recovery",0,1,1,4,"PBS",0,2
"484",2,"8w","PBS-M","M",2,37.9,"Recovery",0,2,0,4,"PBS",0,2
"485",3,"8w","PBS-M","M",2,39.9,"Recovery",0,2,1,4,"PBS",0,3
"486",4,"8w","PBS-M","M",2,36.7,"Recovery",0,1,0,4,"PBS",0,1
"487",5,"8w","PBS-M","M",2,18,"Recovery",0,1,0,4,"PBS",0,1
"488",1,"8w","Sepi44-M","M",2,44.4,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"489",2,"8w","Sepi44-M","M",2,26.7,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"490",3,"8w","Sepi44-M","M",2,25.2,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"491",4,"8w","Sepi44-M","M",2,35.6,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"492",5,"8w","Sepi44-M","M",2,47.5,"Recovery",0,2,1,4,"Sepi44",1000000000,3
"493",1,"8w","7x_Sepi44-F","F",2,24.5,"Recovery",0,0,1,4,"Sepi44",1000000000,1
"494",2,"8w","7x_Sepi44-F","F",2,13,"Recovery",0,0,1,4,"Sepi44",1000000000,1
"495",3,"8w","7x_Sepi44-F","F",2,13,"Recovery",0,0,1,4,"Sepi44",1000000000,1
"496",4,"8w","7x_Sepi44-F","F",2,13.2,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"497",5,"8w","7x_Sepi44-F","F",2,18.5,"Recovery",0,0,1,4,"Sepi44",1000000000,1
"498",1,"8w","7x_PBS-F","F",3,17.9,"Recovery",0,1,0,4,"PBS",0,1
"499",2,"8w","7x_PBS-F","F",3,23.2,"Recovery",0,2,1,4,"PBS",0,3
"500",3,"8w","7x_PBS-F","F",3,18.4,"Recovery",0,0,1,4,"PBS",0,1
"501",4,"8w","7x_PBS-F","F",3,16,"Recovery",0,1,1,4,"PBS",0,2
"502",5,"8w","7x_PBS-F","F",3,8.3,"Recovery",0,1,0,4,"PBS",0,1
"503",1,"8w","PBS-M","M",3,13.2,"Recovery",0,2,0,4,"PBS",0,2
"504",2,"8w","PBS-M","M",3,29,"Recovery",0,2,1,4,"PBS",0,3
"505",3,"8w","PBS-M","M",3,19,"Recovery",0,2,1,4,"PBS",0,3
"506",4,"8w","PBS-M","M",3,17.8,"Recovery",0,1,1,4,"PBS",0,2
"507",5,"8w","PBS-M","M",3,14,"Recovery",0,1,0,4,"PBS",0,1
"508",1,"8w","Sepi44-M","M",3,29.6,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"509",2,"8w","Sepi44-M","M",3,15.3,"Recovery",0,0,0,4,"Sepi44",1000000000,0
"510",3,"8w","Sepi44-M","M",3,43.1,"Recovery",0,0,0,4,"Sepi44",1000000000,0
"511",4,"8w","Sepi44-M","M",3,15.1,"Recovery",1,1,0,4,"Sepi44",1000000000,2
"512",5,"8w","Sepi44-M","M",3,32.8,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"513",1,"8w","7x_Sepi44-F","F",3,23.1,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"514",2,"8w","7x_Sepi44-F","F",3,16.2,"Recovery",0,1,0,4,"Sepi44",1000000000,1
"515",3,"8w","7x_Sepi44-F","F",3,14,"Recovery",0,2,1,4,"Sepi44",1000000000,3
"516",4,"8w","7x_Sepi44-F","F",3,15.7,"Recovery",0,1,0,4,"Sepi44",1000000000,1
"517",5,"8w","7x_Sepi44-F","F",3,16.4,"Recovery",0,2,0,4,"Sepi44",1000000000,2
"518",1,"8w","7x_PBS-F","F",4,27.2,"Recovery",0,0,1,4,"PBS",0,1
"519",2,"8w","7x_PBS-F","F",4,20.2,"Recovery",0,1,1,4,"PBS",0,2
"520",3,"8w","7x_PBS-F","F",4,12.9,"Recovery",0,0,0,4,"PBS",0,0
"521",4,"8w","7x_PBS-F","F",4,17.8,"Recovery",0,0,1,4,"PBS",0,1
"522",5,"8w","7x_PBS-F","F",4,17.3,"Recovery",0,1,0,4,"PBS",0,1
"523",1,"8w","PBS-M","M",4,15.9,"Recovery",0,1,0,4,"PBS",0,1
"524",2,"8w","PBS-M","M",4,26.8,"Recovery",1,2,0,4,"PBS",0,3
"525",3,"8w","PBS-M","M",4,21.6,"Recovery",0,2,1,4,"PBS",0,3
"526",4,"8w","PBS-M","M",4,11.8,"Recovery",0,1,0,4,"PBS",0,1
"527",5,"8w","PBS-M","M",4,8.7,"Recovery",0,1,0,4,"PBS",0,1
"528",1,"8w","Sepi44-M","M",4,20.7,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"529",2,"8w","Sepi44-M","M",4,10.2,"Recovery",0,0,0,4,"Sepi44",1000000000,0
"530",3,"8w","Sepi44-M","M",4,13.3,"Recovery",0,0,0,4,"Sepi44",1000000000,0
"531",4,"8w","Sepi44-M","M",4,9.2,"Recovery",0,1,0,4,"Sepi44",1000000000,1
"532",5,"8w","Sepi44-M","M",4,13.7,"Recovery",0,1,0,4,"Sepi44",1000000000,1
"533",1,"8w","7x_Sepi44-F","F",4,20.3,"Recovery",0,2,0,4,"Sepi44",1000000000,2
"534",2,"8w","7x_Sepi44-F","F",4,8.7,"Recovery",0,1,0,4,"Sepi44",1000000000,1
"535",3,"8w","7x_Sepi44-F","F",4,8.7,"Recovery",0,1,1,4,"Sepi44",1000000000,2
"536",4,"8w","7x_Sepi44-F","F",4,10.8,"Recovery",0,1,0,4,"Sepi44",1000000000,1
"537",5,"8w","7x_Sepi44-F","F",4,11,"Recovery",0,2,1,4,"Sepi44",1000000000,3
"538",1,"7w","10x_PBS","M",0,8.5,"Baseline",NA,NA,NA,5,"PBS",0,NA
"539",2,"7w","10x_PBS","M",0,7.7,"Baseline",NA,NA,NA,5,"PBS",0,NA
"540",3,"7w","10x_PBS","M",0,10.6,"Baseline",NA,NA,NA,5,"PBS",0,NA
"541",1,"7w","5X_PBS","M",0,8.6,"Baseline",NA,NA,NA,5,"PBS",0,NA
"542",2,"7w","5X_PBS","M",0,7.9,"Baseline",NA,NA,NA,5,"PBS",0,NA
"543",3,"7w","5X_PBS","M",0,9,"Baseline",NA,NA,NA,5,"PBS",0,NA
"544",4,"7w","5X_PBS","M",0,8.5,"Baseline",NA,NA,NA,5,"PBS",0,NA
"545",5,"7w","5X_PBS","M",0,8.2,"Baseline",NA,NA,NA,5,"PBS",0,NA
