"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"142","d0","GO:0000101","sulfur amino acid transport","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000027737",1
"143","d0","GO:0006534","cysteine metabolic process","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000027737",1
"144","d0","GO:0031620","regulation of fever generation","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000027398",1
"145","d0","GO:0035744","T-helper 1 cell cytokine production","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000027398",1
"146","d0","GO:0090085","regulation of protein deubiquitination","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000042677",1
"147","d0","GO:1900119","positive regulation of execution phase of apoptosis","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000042677",1
"148","d0","GO:1902035","positive regulation of hematopoietic stem cell proliferation","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000029380",1
"149","d0","GO:2001280","positive regulation of unsaturated fatty acid biosynthetic process","1/14","11/23006",0.00667502205916326,0.0432673279148293,0.0192454943059753,"ENSMUSG00000027398",1
"150","d0","GO:0034612","response to tumor necrosis factor","2/14","205/23006",0.00670088873347612,0.0432673279148293,0.0192454943059753,"ENSMUSG00000051439/ENSMUSG00000042677",2
"151","d0","GO:0070302","regulation of stress-activated protein kinase signaling cascade","2/14","205/23006",0.00670088873347612,0.0432673279148293,0.0192454943059753,"ENSMUSG00000027398/ENSMUSG00000042677",2
"152","d0","GO:0045732","positive regulation of protein catabolic process","2/14","207/23006",0.00682785898507309,0.0437971217792517,0.0194811489047792,"ENSMUSG00000030717/ENSMUSG00000027398",2
"153","d0","GO:0098739","import across plasma membrane","2/14","209/23006",0.00695593003360778,0.0440924519142293,0.019612513024197,"ENSMUSG00000026822/ENSMUSG00000027737",2
"154","d0","GO:0043122","regulation of canonical NF-kappaB signal transduction","2/14","213/23006",0.00721536464705845,0.0440924519142293,0.019612513024197,"ENSMUSG00000027398/ENSMUSG00000042677",2
"155","d0","GO:0001781","neutrophil apoptotic process","1/14","12/23006",0.00727978612488078,0.0440924519142293,0.019612513024197,"ENSMUSG00000027737",1
"156","d0","GO:0031392","regulation of prostaglandin biosynthetic process","1/14","12/23006",0.00727978612488078,0.0440924519142293,0.019612513024197,"ENSMUSG00000027398",1
"157","d0","GO:0032725","positive regulation of granulocyte macrophage colony-stimulating factor production","1/14","12/23006",0.00727978612488078,0.0440924519142293,0.019612513024197,"ENSMUSG00000027398",1
"158","d0","GO:0070944","neutrophil-mediated killing of bacterium","1/14","12/23006",0.00727978612488078,0.0440924519142293,0.019612513024197,"ENSMUSG00000042265",1
"159","d0","GO:1901678","iron coordination entity transport","1/14","12/23006",0.00727978612488078,0.0440924519142293,0.019612513024197,"ENSMUSG00000026822",1
"160","d0","GO:2000320","negative regulation of T-helper 17 cell differentiation","1/14","12/23006",0.00727978612488078,0.0440924519142293,0.019612513024197,"ENSMUSG00000042677",1
"161","d0","GO:0032680","regulation of tumor necrosis factor production","2/14","214/23006",0.00728090744429838,0.0440924519142293,0.019612513024197,"ENSMUSG00000051439/ENSMUSG00000042677",2
"162","d0","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","2/14","217/23006",0.00747917286141495,0.044434121799305,0.0197644892645762,"ENSMUSG00000051439/ENSMUSG00000042677",2
"163","d0","GO:0032640","tumor necrosis factor production","2/14","221/23006",0.00774733502248876,0.044434121799305,0.0197644892645762,"ENSMUSG00000051439/ENSMUSG00000042677",2
"164","d0","GO:0006521","regulation of cellular amino acid metabolic process","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000027737",1
"165","d0","GO:0010587","miRNA catabolic process","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000042677",1
"166","d0","GO:0031652","positive regulation of heat generation","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000027398",1
"167","d0","GO:0034116","positive regulation of heterotypic cell-cell adhesion","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000027398",1
"168","d0","GO:0034756","regulation of iron ion transport","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000026822",1
"169","d0","GO:0045472","response to ether","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000042677",1
"170","d0","GO:0051712","positive regulation of killing of cells of another organism","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000029380",1
"171","d0","GO:1902902","negative regulation of autophagosome assembly","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000030717",1
"172","d0","GO:2000271","positive regulation of fibroblast apoptotic process","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000030717",1
"173","d0","GO:2000317","negative regulation of T-helper 17 type immune response","1/14","13/23006",0.00788420827823566,0.044434121799305,0.0197644892645762,"ENSMUSG00000042677",1
"174","d0","GO:0071706","tumor necrosis factor superfamily cytokine production","2/14","224/23006",0.00795130213036749,0.0445547102132661,0.0198181275118657,"ENSMUSG00000051439/ENSMUSG00000042677",2
"175","d0","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","2/14","227/23006",0.00815769906357182,0.0448345645711242,0.0199426079387889,"ENSMUSG00000027398/ENSMUSG00000042677",2
"176","d0","GO:0043542","endothelial cell migration","2/14","231/23006",0.00843666048522258,0.0448345645711242,0.0199426079387889,"ENSMUSG00000026822/ENSMUSG00000042677",2
"177","d0","GO:0001660","fever generation","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000027398",1
"178","d0","GO:0006750","glutathione biosynthetic process","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000027737",1
"179","d0","GO:0034145","positive regulation of toll-like receptor 4 signaling pathway","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000051439",1
"180","d0","GO:0042762","regulation of sulfur metabolic process","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000027737",1
"181","d0","GO:0044793","negative regulation by host of viral process","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000042677",1
"182","d0","GO:0097113","AMPA glutamate receptor clustering","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000027737",1
"183","d0","GO:0097688","glutamate receptor clustering","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000027737",1
"184","d0","GO:2001279","regulation of unsaturated fatty acid biosynthetic process","1/14","14/23006",0.00848828869767237,0.0448345645711242,0.0199426079387889,"ENSMUSG00000027398",1
"185","d0","GO:0002221","pattern recognition receptor signaling pathway","2/14","232/23006",0.00850707122631588,0.0448345645711242,0.0199426079387889,"ENSMUSG00000051439/ENSMUSG00000033107",2
"186","d0","GO:0050920","regulation of chemotaxis","2/14","240/23006",0.00907996341875103,0.0459312273187023,0.0204304082648371,"ENSMUSG00000027398/ENSMUSG00000042265",2
"187","d0","GO:0030213","hyaluronan biosynthetic process","1/14","15/23006",0.00909202756154825,0.0459312273187023,0.0204304082648371,"ENSMUSG00000027398",1
"188","d0","GO:0032308","positive regulation of prostaglandin secretion","1/14","15/23006",0.00909202756154825,0.0459312273187023,0.0204304082648371,"ENSMUSG00000027398",1
"189","d0","GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","1/14","15/23006",0.00909202756154825,0.0459312273187023,0.0204304082648371,"ENSMUSG00000027398",1
"190","d0","GO:0048711","positive regulation of astrocyte differentiation","1/14","15/23006",0.00909202756154825,0.0459312273187023,0.0204304082648371,"ENSMUSG00000027398",1
"191","d0","GO:0048755","branching morphogenesis of a nerve","1/14","15/23006",0.00909202756154825,0.0459312273187023,0.0204304082648371,"ENSMUSG00000027398",1
"192","d0","GO:0051709","regulation of killing of cells of another organism","1/14","15/23006",0.00909202756154825,0.0459312273187023,0.0204304082648371,"ENSMUSG00000029380",1
"193","d0","GO:0072672","neutrophil extravasation","1/14","15/23006",0.00909202756154825,0.0459312273187023,0.0204304082648371,"ENSMUSG00000042265",1
"194","d0","GO:0097191","extrinsic apoptotic signaling pathway","2/14","242/23006",0.0092258437891222,0.0460238649282006,0.0204716138735964,"ENSMUSG00000026822/ENSMUSG00000027398",2
"195","d0","GO:0002758","innate immune response-activating signaling pathway","2/14","243/23006",0.00929918091369797,0.0460238649282006,0.0204716138735964,"ENSMUSG00000051439/ENSMUSG00000033107",2
"196","d0","GO:0002819","regulation of adaptive immune response","2/14","243/23006",0.00929918091369797,0.0460238649282006,0.0204716138735964,"ENSMUSG00000027398/ENSMUSG00000042677",2
"197","d0","GO:0051403","stress-activated MAPK cascade","2/14","243/23006",0.00929918091369797,0.0460238649282006,0.0204716138735964,"ENSMUSG00000027398/ENSMUSG00000042677",2
"198","d0","GO:0002685","regulation of leukocyte migration","2/14","245/23006",0.00944664753713074,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027398/ENSMUSG00000042265",2
"199","d0","GO:0019184","nonribosomal peptide biosynthetic process","1/14","16/23006",0.00969542504813581,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027737",1
"200","d0","GO:0031650","regulation of heat generation","1/14","16/23006",0.00969542504813581,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027398",1
"201","d0","GO:0033084","regulation of immature T cell proliferation in thymus","1/14","16/23006",0.00969542504813581,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027398",1
"202","d0","GO:0043455","regulation of secondary metabolic process","1/14","16/23006",0.00969542504813581,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027737",1
"203","d0","GO:0048021","regulation of melanin biosynthetic process","1/14","16/23006",0.00969542504813581,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027737",1
"204","d0","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","1/14","16/23006",0.00969542504813581,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027398",1
"205","d0","GO:1900376","regulation of secondary metabolite biosynthetic process","1/14","16/23006",0.00969542504813581,0.0461123874240605,0.0205109890620383,"ENSMUSG00000027737",1
"206","d0","GO:0010632","regulation of epithelial cell migration","2/14","249/23006",0.00974474186999547,0.0461219578798329,0.0205152460420957,"ENSMUSG00000026822/ENSMUSG00000042677",2
"207","d0","GO:0042180","cellular ketone metabolic process","2/14","255/23006",0.0101997501235532,0.0471409356912297,0.020968491773049,"ENSMUSG00000027737/ENSMUSG00000027398",2
"208","d0","GO:0031098","stress-activated protein kinase signaling cascade","2/14","256/23006",0.0102764987839581,0.0471409356912297,0.020968491773049,"ENSMUSG00000027398/ENSMUSG00000042677",2
"209","d0","GO:0016264","gap junction assembly","1/14","17/23006",0.0102984813356225,0.0471409356912297,0.020968491773049,"ENSMUSG00000027398",1
"210","d0","GO:0032306","regulation of prostaglandin secretion","1/14","17/23006",0.0102984813356225,0.0471409356912297,0.020968491773049,"ENSMUSG00000027398",1
"211","d0","GO:0032604","granulocyte macrophage colony-stimulating factor production","1/14","17/23006",0.0102984813356225,0.0471409356912297,0.020968491773049,"ENSMUSG00000027398",1
"212","d0","GO:0033083","regulation of immature T cell proliferation","1/14","17/23006",0.0102984813356225,0.0471409356912297,0.020968491773049,"ENSMUSG00000027398",1
"213","d0","GO:0061158","3'-UTR-mediated mRNA destabilization","1/14","17/23006",0.0102984813356225,0.0471409356912297,0.020968491773049,"ENSMUSG00000042677",1
"214","d0","GO:0007614","short-term memory","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000026822",1
"215","d0","GO:0021756","striatum development","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000027737",1
"216","d0","GO:0030730","sequestering of triglyceride","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000027398",1
"217","d0","GO:0033080","immature T cell proliferation in thymus","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000027398",1
"218","d0","GO:0039535","regulation of RIG-I signaling pathway","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000033107",1
"219","d0","GO:0062099","negative regulation of programmed necrotic cell death","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000030717",1
"220","d0","GO:0070486","leukocyte aggregation","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000027398",1
"221","d0","GO:0071243","cellular response to arsenic-containing substance","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000042677",1
"222","d0","GO:0098712","L-glutamate import across plasma membrane","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000027737",1
"223","d0","GO:1905939","regulation of gonad development","1/14","18/23006",0.0109011966021109,0.0476621824531753,0.0212003445837606,"ENSMUSG00000030717",1
"224","d0","GO:0001906","cell killing","2/14","269/23006",0.0112978135526164,0.0477275819147974,0.0212294345467169,"ENSMUSG00000029380/ENSMUSG00000042265",2
"225","d0","GO:0002827","positive regulation of T-helper 1 type immune response","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000027398",1
"226","d0","GO:0003159","morphogenesis of an endothelium","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000026822",1
"227","d0","GO:0007252","I-kappaB phosphorylation","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000040026",1
"228","d0","GO:0033079","immature T cell proliferation","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000027398",1
"229","d0","GO:0045019","negative regulation of nitric oxide biosynthetic process","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000042677",1
"230","d0","GO:0061154","endothelial tube morphogenesis","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000026822",1
"231","d0","GO:1901550","regulation of endothelial cell development","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000027398",1
"232","d0","GO:1902033","regulation of hematopoietic stem cell proliferation","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000029380",1
"233","d0","GO:1903140","regulation of establishment of endothelial barrier","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000027398",1
"234","d0","GO:1904406","negative regulation of nitric oxide metabolic process","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000042677",1
"235","d0","GO:2000319","regulation of T-helper 17 cell differentiation","1/14","19/23006",0.0115035710256178,0.0477275819147974,0.0212294345467169,"ENSMUSG00000042677",1
"236","d0","GO:0043270","positive regulation of monoatomic ion transport","2/14","276/23006",0.0118657473135094,0.0490216255536933,0.0218050307456104,"ENSMUSG00000026822/ENSMUSG00000029380",2
"237","d0","GO:0051956","negative regulation of amino acid transport","1/14","20/23006",0.0121056047840745,0.049384789391099,0.0219665675888073,"ENSMUSG00000027398",1
"238","d0","GO:0061469","regulation of type B pancreatic cell proliferation","1/14","20/23006",0.0121056047840745,0.049384789391099,0.0219665675888073,"ENSMUSG00000030717",1
"239","d0","GO:1900117","regulation of execution phase of apoptosis","1/14","20/23006",0.0121056047840745,0.049384789391099,0.0219665675888073,"ENSMUSG00000042677",1
"240","d0","GO:0002218","activation of innate immune response","2/14","280/23006",0.0121958845990345,0.0495457811835778,0.0220381774333431,"ENSMUSG00000051439/ENSMUSG00000033107",2
"241","d0","GO:0002429","immune response-activating cell surface receptor signaling pathway","2/14","282/23006",0.0123624738993783,0.049757492385317,0.0221323474901491,"ENSMUSG00000051439/ENSMUSG00000042677",2
